Nascidos vivos registrados no ano
2003;2004#2004;2005#2005;2006#2006;2007#2007;2008#2008;2009#2009;2010#2010;2011#2011;2012#2012;2013#2013;2014#2014;2015#2015;2016#2016;2017#2017;2018#2018;2019#2019
3426727;3329120;3329431;3172000;3080266;3107927;3045696;2985406;3044594;3030364;2989981;3041568;3058783;2903933;2962815;2983567;2888218

Fonte: "IBGE - Estatísticas do Registro Civil"
