Nascidos vivos registrados no ano
2003;2004#2004;2005#2005;2006#2006;2007#2007;2008#2008;2009#2009;2010#2010;2011#2011;2012#2012;2013#2013;2014#2014;2015#2015;2016#2016;2017#2017;2018#2018;2019#2019
170689;157655;157778;150519;145168;145225;139872;135560;134965;133239;130325;131047;138354;130276;130222;134489;131206

Fonte: "IBGE - Estatísticas do Registro Civil"
